IES,Semestre,Materia,Disciplina,Ementa,,,
universidade federal de mato grosso,2,fisiologia humana,fisiopatologia,"aspecto educativo, preventivo e de controle das principais doenças que atingem a população: alcoolismo e tabagismo. hipertensão arterial sistêmica. diabetes melitus. tuberculose. hepatite. insuficiência cardíaca. infarto agudo do miocárdio. alzheimer. artrite reumatóide. neoplasias. dpoc e asma. avc. meningites. epilepsias. micoses. diarréias. desnutrição. queimaduras.",371,,
universidade federal de mato grosso,8,Estação de Aprendizado_VI,fundamentos da assistência de enfermagem,"ensino teórico prático de aspectos e procedimentos fundamentais ao cuidado humanizado e integral de enfermagem ao usuário atendido nos serviços de saúde. estuda as necessidades do ser humano em relação à manutenção das funções reguladoras, integridade corporal, alimentação, hidratação, terapêutica medicamentosa, eliminações fisiológicas, oxigenação, higiene corporal, conforto físico, sono e repouso. introduz a aplicação da sistematização da assistência com vistas ao planejamento e execução de cuidados de enfermagem.instrumentalização para a sistematização da assistência de enfermagem. levantamento de dados objetivos e subjetivos ao longo do ciclo vital, em situações de cuidado de enfermagem. realização do exame físico (geral e específico) do adulto.",759,,
universidade federal de mato grosso,3,Estação de Aprendizado_I,introdução à saúde baseada em evidências,"contextualização dos desafios da produção do conhecimento, qualidade da informação e aplicação de evidências na prática assistencial e de pesquisa.",147,,
universidade federal de mato grosso,4,Estação de Aprendizado_II,fitoterapia,introdução à fitoterapia. principais plantas medicinais utilizadas na fitoterapia. desenvolvimento tecnológico e produção de fitoterápicos. reações tóxicas e efeitos adversos provocados por plantas medicinais.,209,,
universidade federal de mato grosso,1,história e teoria da enfermagem,introdução à enfermagem,"históricos, filosofia, perfil do graduado, objetivo e estrutura do curso de graduação em enfermagem na ufmt. origens da prática do cuidar. os precursores da enfermagem moderna. florence nightingale. a implantação da enfermagem no brasil. a educação e o ensino em enfermagem no brasil. a profissionalização da enfermagem. a influência francesa na enfermagem brasileira. entidades de classe de enfermagem. perspectiva e rumos da enfermagem brasileira. principais correntes teóricas da enfermagem.",494,,
universidade federal de mato grosso,4,Estação de Aprendizado_II,oxigenoterapia hiperbárica,"conceito da medicina coadjuvante, história da hiperbárica, indicações de oxigenoterapia hiperbárica, lesões e curativos complexos, benefícios do tratamento, cuidados específicos com o paciente, atuação do enfermeiro na clínica de medicina hiperbárica, maneira superficial de como operar a câmara multiplace, riscos de exposição dos profissionais na câmara hiperbárica, medidas de biossegurança.",394,,
universidade federal de mato grosso,5,enfermagem em saúde do adulto,saúde do homem,"estudo crítico reflexivo sobre temas importantes para a enfermagem sobre a saúde do homem. dentre os temas, são destacados: políticas públicas para a saúde do homem, epidemiologia, agravos de saúde do sexo masculino, ações promocionais, preventivas e curativas relacionadas à saúde da população masculina, o homem contemporâneo e as questões de gênero, sexualidade e saúde reprodutiva.",385,,
universidade federal de mato grosso,4,direitos humanos e diversidade,sexualidade humana,histórico da sexualidade humana. ciclo de resposta sexual feminina e masculina. transtornos identidade sexual ou disforia de gênero. transtornos de preferência sexual ou parafilias. disfunções sexuais. sexualidade e condições clínicas especiais.,245,,
universidade federal de mato grosso,7,enfermagem em saúde mental e psiquiátrica,psicologia aplicada à enfermagem,"a história e a constituição da psicologia como ciência. aspectos conceituais típicos das diversas escolas psicológicas. as principais abordagens em psicologia e suas áreas de atuação no brasil (comportamental, cognitiva, psicanalítica, psicossomática, existencialista). a personalidade: conceito e perfis. as diversas teorias da personalidade. mecanismos egóicos de defesa. estratégias de coping. o psiquismo e a construção da identidade social. a psicologia e o cuidado integral. o corpo e as emoções. a psicossomática. desenvolvimento cognitivo, afetivo e emocional nas etapas do ciclo vital: infância, adolescência, vida adulta e envelhecimento. psicologia e saúde mental/ desenvolvimento do transtorno mental. enfermagem e o processo de morte e morrer. enfermeiro e a família no contexto hospitalar. o acadêmico de enfermagem frente ao paciente fora de possibilidades terapêuticas e o processo de morrer. avaliação psicológica e encaminhamento.",948,,
universidade federal de mato grosso,9,estágio curricular supervisionado gerencial de enfermagem na atenção primária à saúde,estágio curricular supervisionado em enfermagem i,"atuação na gerência dos serviços de enfermagem. planejamento estratégico em saúde. gerenciamento de recursos humanos, materiais e financiamento dos serviços de enfermagem e de saúde. estágio curricular supervisionado em serviços de enfermagem. avaliação das necessidades de saúde. aplicação de metodologia de assistência de enfermagem. estágio curricular supervisionado em serviços de enfermagem no âmbito da atenção primária, voltada ao processo de promoção da saúde, prevenção e controle de doenças.",501,,
universidade federal de mato grosso,9,estágio curricular supervisionado gerencial de enfermagem na atenção primária à saúde,estágio curricular supervisionado em enfermagem ii,"atuação na gerência dos serviços de enfermagem. planejamento estratégico em saúde. gerenciamento de recursos humanos, materiais e financiamento dos serviços de enfermagem e de saúde. estágio curricular supervisionado em serviços de enfermagem. avaliação das necessidades de saúde. aplicação de metodologia de assistência de enfermagem. estágio curricular supervisionado em serviços de enfermagem no âmbito hospitalar, voltada ao processo de tratamento, recuperação e reabilitação em saúde. educação em saúde e em serviço.",521,,
universidade federal de mato grosso,5,ética e bioética em saúde,ética e legislação,"pressupostos constitutivos éticos, morais e culturais. política de educação em direitos humanos. leis do exercício profissional. código de deontologia em enfermagem e o processo de tomada de decisão ética. instrumentos éticos e legais que respaldam o exercício profissional da enfermagem. dimensão ética da atuação profissional e instrumentos ético-legais que norteiam o exercício profissional da enfermagem. entidades representativas da enfermagem.reflexão sobre os aspectos éticos envolvidos nas questões relativas à saúde dos indivíduos, quanto à privacidade e confidencialidade, direitos do paciente, termo de consentimento livre e esclarecido, termo de recusa, problemas de início e final de vida, respeito à pessoa e tomada de decisão e pesquisa. noções sobre o principialismo (teoria principialista da bioética) como possibilidade de avaliação ampla dos processos éticos morais e como fundamentos para a decisão ética do enfermeiro: autonomia, beneficência,não maleficência e justiça. bioética e a prática da enfermagem. temas em ética e bioética: morte encefálica e lei de doação de órgão e transplante; a reprodução humana, a doação de órgão e transplante; a morte morrer (ortonásia, distanásia); pesquisa envolvendo seres humanos; dimensão ética relativa ao abortamento e malformações incompatíveis com a vida – anencefalia; hemotransfusão em testemunha de jeová.",1373,,
